"","subject","item","region","measure","condition","rawdata","group","sort","skips","nozero","ambiguity","continuation"
"5759","Native 1",45,"continuation","fp",1,687,-0.5,"continuation fp",0,687,0.5,-0.5
"5760","Native 1",29,"continuation","fp",1,1421,-0.5,"continuation fp",0,1421,0.5,-0.5
"5763","Native 1",34,"continuation","fp",2,881,-0.5,"continuation fp",0,881,-0.5,-0.5
"5766","Native 1",36,"continuation","fp",4,375,-0.5,"continuation fp",0,375,-0.5,0.5
"5768","Native 1",25,"continuation","fp",1,457,-0.5,"continuation fp",0,457,0.5,-0.5
"5770","Native 1",42,"continuation","fp",2,566,-0.5,"continuation fp",0,566,-0.5,-0.5
"5774","Native 1",41,"continuation","fp",1,1012,-0.5,"continuation fp",0,1012,0.5,-0.5
"5776","Native 1",46,"continuation","fp",2,849,-0.5,"continuation fp",0,849,-0.5,-0.5
"5778","Native 1",47,"continuation","fp",3,743,-0.5,"continuation fp",0,743,0.5,0.5
"5780","Native 1",39,"continuation","fp",3,663,-0.5,"continuation fp",0,663,0.5,0.5
"5781","Native 1",35,"continuation","fp",3,466,-0.5,"continuation fp",0,466,0.5,0.5
"5783","Native 1",48,"continuation","fp",4,928,-0.5,"continuation fp",0,928,-0.5,0.5
"5784","Native 1",27,"continuation","fp",3,478,-0.5,"continuation fp",0,478,0.5,0.5
"5786","Native 1",31,"continuation","fp",3,291,-0.5,"continuation fp",0,291,0.5,0.5
"5789","Native 1",40,"continuation","fp",4,206,-0.5,"continuation fp",0,206,-0.5,0.5
"5790","Native 1",38,"continuation","fp",2,272,-0.5,"continuation fp",0,272,-0.5,-0.5
"5791","Native 1",30,"continuation","fp",2,1175,-0.5,"continuation fp",0,1175,-0.5,-0.5
"5793","Native 1",32,"continuation","fp",4,439,-0.5,"continuation fp",0,439,-0.5,0.5
"5797","Native 1",44,"continuation","fp",4,957,-0.5,"continuation fp",0,957,-0.5,0.5
"5798","Native 1",37,"continuation","fp",1,1381,-0.5,"continuation fp",0,1381,0.5,-0.5
"5799","Native 1",28,"continuation","fp",4,265,-0.5,"continuation fp",0,265,-0.5,0.5
"5802","Native 1",26,"continuation","fp",2,846,-0.5,"continuation fp",0,846,-0.5,-0.5
"5803","Native 1",33,"continuation","fp",1,837,-0.5,"continuation fp",0,837,0.5,-0.5
"5805","Native 1",43,"continuation","fp",3,454,-0.5,"continuation fp",0,454,0.5,0.5
"5806","Native 2",45,"continuation","fp",2,0,-0.5,"continuation fp",1,NA,-0.5,-0.5
"5807","Native 2",39,"continuation","fp",4,378,-0.5,"continuation fp",0,378,-0.5,0.5
"5808","Native 2",48,"continuation","fp",1,383,-0.5,"continuation fp",0,383,0.5,-0.5
"5814","Native 2",32,"continuation","fp",1,125,-0.5,"continuation fp",0,125,0.5,-0.5
"5815","Native 2",26,"continuation","fp",3,658,-0.5,"continuation fp",0,658,0.5,0.5
"5816","Native 2",42,"continuation","fp",3,1257,-0.5,"continuation fp",0,1257,0.5,0.5
"5819","Native 2",37,"continuation","fp",2,314,-0.5,"continuation fp",0,314,-0.5,-0.5
"5820","Native 2",31,"continuation","fp",4,98,-0.5,"continuation fp",0,98,-0.5,0.5
"5823","Native 2",25,"continuation","fp",2,0,-0.5,"continuation fp",1,NA,-0.5,-0.5
"5824","Native 2",38,"continuation","fp",3,269,-0.5,"continuation fp",0,269,0.5,0.5
"5825","Native 2",35,"continuation","fp",4,119,-0.5,"continuation fp",0,119,-0.5,0.5
"5826","Native 2",41,"continuation","fp",2,330,-0.5,"continuation fp",0,330,-0.5,-0.5
"5828","Native 2",34,"continuation","fp",3,292,-0.5,"continuation fp",0,292,0.5,0.5
"5829","Native 2",43,"continuation","fp",4,275,-0.5,"continuation fp",0,275,-0.5,0.5
"5831","Native 2",33,"continuation","fp",2,351,-0.5,"continuation fp",0,351,-0.5,-0.5
"5832","Native 2",40,"continuation","fp",1,632,-0.5,"continuation fp",0,632,0.5,-0.5
"5835","Native 2",30,"continuation","fp",3,478,-0.5,"continuation fp",0,478,0.5,0.5
"5836","Native 2",27,"continuation","fp",4,552,-0.5,"continuation fp",0,552,-0.5,0.5
"5839","Native 2",36,"continuation","fp",1,443,-0.5,"continuation fp",0,443,0.5,-0.5
"5840","Native 2",28,"continuation","fp",1,854,-0.5,"continuation fp",0,854,0.5,-0.5
"5844","Native 2",44,"continuation","fp",1,868,-0.5,"continuation fp",0,868,0.5,-0.5
"5845","Native 2",29,"continuation","fp",2,1135,-0.5,"continuation fp",0,1135,-0.5,-0.5
"5849","Native 2",47,"continuation","fp",4,142,-0.5,"continuation fp",0,142,-0.5,0.5
"5851","Native 2",46,"continuation","fp",3,159,-0.5,"continuation fp",0,159,0.5,0.5
"5854","Native 3",46,"continuation","fp",4,674,-0.5,"continuation fp",0,674,-0.5,0.5
"5855","Native 3",43,"continuation","fp",1,695,-0.5,"continuation fp",0,695,0.5,-0.5
"5857","Native 3",39,"continuation","fp",1,781,-0.5,"continuation fp",0,781,0.5,-0.5
"5858","Native 3",33,"continuation","fp",3,710,-0.5,"continuation fp",0,710,0.5,0.5
"5860","Native 3",31,"continuation","fp",1,694,-0.5,"continuation fp",0,694,0.5,-0.5
"5861","Native 3",29,"continuation","fp",3,393,-0.5,"continuation fp",0,393,0.5,0.5
"5862","Native 3",44,"continuation","fp",2,498,-0.5,"continuation fp",0,498,-0.5,-0.5
"5867","Native 3",27,"continuation","fp",1,842,-0.5,"continuation fp",0,842,0.5,-0.5
"5870","Native 3",45,"continuation","fp",3,605,-0.5,"continuation fp",0,605,0.5,0.5
"5871","Native 3",37,"continuation","fp",3,482,-0.5,"continuation fp",0,482,0.5,0.5
"5872","Native 3",36,"continuation","fp",2,0,-0.5,"continuation fp",1,NA,-0.5,-0.5
"5873","Native 3",32,"continuation","fp",2,636,-0.5,"continuation fp",0,636,-0.5,-0.5
"5874","Native 3",25,"continuation","fp",3,343,-0.5,"continuation fp",0,343,0.5,0.5
"5875","Native 3",26,"continuation","fp",4,340,-0.5,"continuation fp",0,340,-0.5,0.5
"5876","Native 3",30,"continuation","fp",4,296,-0.5,"continuation fp",0,296,-0.5,0.5
"5877","Native 3",28,"continuation","fp",2,1179,-0.5,"continuation fp",0,1179,-0.5,-0.5
"5881","Native 3",47,"continuation","fp",1,1093,-0.5,"continuation fp",0,1093,0.5,-0.5
"5887","Native 3",48,"continuation","fp",2,1238,-0.5,"continuation fp",0,1238,-0.5,-0.5
"5889","Native 3",34,"continuation","fp",4,395,-0.5,"continuation fp",0,395,-0.5,0.5
"5890","Native 3",38,"continuation","fp",4,967,-0.5,"continuation fp",0,967,-0.5,0.5
"5891","Native 3",42,"continuation","fp",4,358,-0.5,"continuation fp",0,358,-0.5,0.5
"5892","Native 3",35,"continuation","fp",1,708,-0.5,"continuation fp",0,708,0.5,-0.5
"5896","Native 3",40,"continuation","fp",2,1214,-0.5,"continuation fp",0,1214,-0.5,-0.5
"5899","Native 3",41,"continuation","fp",3,654,-0.5,"continuation fp",0,654,0.5,0.5
"5904","Native 4",39,"continuation","fp",2,134,-0.5,"continuation fp",0,134,-0.5,-0.5
"5905","Native 4",27,"continuation","fp",2,1027,-0.5,"continuation fp",0,1027,-0.5,-0.5
"5908","Native 4",40,"continuation","fp",3,155,-0.5,"continuation fp",0,155,0.5,0.5
"5909","Native 4",38,"continuation","fp",1,1352,-0.5,"continuation fp",0,1352,0.5,-0.5
"5911","Native 4",37,"continuation","fp",4,1056,-0.5,"continuation fp",0,1056,-0.5,0.5
"5914","Native 4",26,"continuation","fp",1,1300,-0.5,"continuation fp",0,1300,0.5,-0.5
"5917","Native 4",33,"continuation","fp",4,693,-0.5,"continuation fp",0,693,-0.5,0.5
"5918","Native 4",47,"continuation","fp",2,104,-0.5,"continuation fp",0,104,-0.5,-0.5
"5921","Native 4",45,"continuation","fp",4,581,-0.5,"continuation fp",0,581,-0.5,0.5
"5922","Native 4",36,"continuation","fp",3,175,-0.5,"continuation fp",0,175,0.5,0.5
"5923","Native 4",46,"continuation","fp",1,1163,-0.5,"continuation fp",0,1163,0.5,-0.5
"5926","Native 4",35,"continuation","fp",2,565,-0.5,"continuation fp",0,565,-0.5,-0.5
"5927","Native 4",48,"continuation","fp",3,502,-0.5,"continuation fp",0,502,0.5,0.5
"5928","Native 4",41,"continuation","fp",4,887,-0.5,"continuation fp",0,887,-0.5,0.5
"5929","Native 4",30,"continuation","fp",1,688,-0.5,"continuation fp",0,688,0.5,-0.5
"5930","Native 4",42,"continuation","fp",1,919,-0.5,"continuation fp",0,919,0.5,-0.5
"5931","Native 4",44,"continuation","fp",3,975,-0.5,"continuation fp",0,975,0.5,0.5
"5932","Native 4",43,"continuation","fp",2,1193,-0.5,"continuation fp",0,1193,-0.5,-0.5
"5933","Native 4",31,"continuation","fp",2,925,-0.5,"continuation fp",0,925,-0.5,-0.5
"5936","Native 4",32,"continuation","fp",3,0,-0.5,"continuation fp",1,NA,0.5,0.5
"5939","Native 4",25,"continuation","fp",4,703,-0.5,"continuation fp",0,703,-0.5,0.5
"5940","Native 4",34,"continuation","fp",1,174,-0.5,"continuation fp",0,174,0.5,-0.5
"5947","Native 4",28,"continuation","fp",3,803,-0.5,"continuation fp",0,803,0.5,0.5
"5949","Native 4",29,"continuation","fp",4,720,-0.5,"continuation fp",0,720,-0.5,0.5
"5954","Native 5",46,"continuation","fp",2,304,-0.5,"continuation fp",0,304,-0.5,-0.5
"5955","Native 5",32,"continuation","fp",4,761,-0.5,"continuation fp",0,761,-0.5,0.5
"5956","Native 5",45,"continuation","fp",1,264,-0.5,"continuation fp",0,264,0.5,-0.5
"5957","Native 5",33,"continuation","fp",1,603,-0.5,"continuation fp",0,603,0.5,-0.5
"5960","Native 5",26,"continuation","fp",2,452,-0.5,"continuation fp",0,452,-0.5,-0.5
"5962","Native 5",47,"continuation","fp",3,450,-0.5,"continuation fp",0,450,0.5,0.5
"5964","Native 5",39,"continuation","fp",3,320,-0.5,"continuation fp",0,320,0.5,0.5
"5965","Native 5",44,"continuation","fp",4,440,-0.5,"continuation fp",0,440,-0.5,0.5
"5966","Native 5",28,"continuation","fp",4,371,-0.5,"continuation fp",0,371,-0.5,0.5
"5967","Native 5",48,"continuation","fp",4,225,-0.5,"continuation fp",0,225,-0.5,0.5
"5968","Native 5",29,"continuation","fp",1,767,-0.5,"continuation fp",0,767,0.5,-0.5
"5969","Native 5",35,"continuation","fp",3,568,-0.5,"continuation fp",0,568,0.5,0.5
"5971","Native 5",25,"continuation","fp",1,153,-0.5,"continuation fp",0,153,0.5,-0.5
"5972","Native 5",31,"continuation","fp",3,329,-0.5,"continuation fp",0,329,0.5,0.5
"5973","Native 5",42,"continuation","fp",2,620,-0.5,"continuation fp",0,620,-0.5,-0.5
"5974","Native 5",43,"continuation","fp",3,293,-0.5,"continuation fp",0,293,0.5,0.5
"5979","Native 5",37,"continuation","fp",1,553,-0.5,"continuation fp",0,553,0.5,-0.5
"5981","Native 5",27,"continuation","fp",3,262,-0.5,"continuation fp",0,262,0.5,0.5
"5982","Native 5",36,"continuation","fp",4,463,-0.5,"continuation fp",0,463,-0.5,0.5
