"","subject","item","region","measure","condition","rawdata","group","sort","skips","nozero","ambiguity","continuation"
"2","Native 1",45,"disamb","fp",1,210,-0.5,"disamb fp",0,210,0.5,-0.5
"3","Native 1",29,"disamb","fp",1,203,-0.5,"disamb fp",0,203,0.5,-0.5
"6","Native 1",34,"disamb","fp",2,0,-0.5,"disamb fp",1,NA,-0.5,-0.5
"9","Native 1",36,"disamb","fp",4,357,-0.5,"disamb fp",0,357,-0.5,0.5
"11","Native 1",25,"disamb","fp",1,448,-0.5,"disamb fp",0,448,0.5,-0.5
"13","Native 1",42,"disamb","fp",2,181,-0.5,"disamb fp",0,181,-0.5,-0.5
"17","Native 1",41,"disamb","fp",1,227,-0.5,"disamb fp",0,227,0.5,-0.5
"19","Native 1",46,"disamb","fp",2,388,-0.5,"disamb fp",0,388,-0.5,-0.5
"21","Native 1",47,"disamb","fp",3,197,-0.5,"disamb fp",0,197,0.5,0.5
"23","Native 1",39,"disamb","fp",3,206,-0.5,"disamb fp",0,206,0.5,0.5
"24","Native 1",35,"disamb","fp",3,297,-0.5,"disamb fp",0,297,0.5,0.5
"26","Native 1",48,"disamb","fp",4,233,-0.5,"disamb fp",0,233,-0.5,0.5
"27","Native 1",27,"disamb","fp",3,291,-0.5,"disamb fp",0,291,0.5,0.5
"29","Native 1",31,"disamb","fp",3,206,-0.5,"disamb fp",0,206,0.5,0.5
"32","Native 1",40,"disamb","fp",4,0,-0.5,"disamb fp",1,NA,-0.5,0.5
"33","Native 1",38,"disamb","fp",2,617,-0.5,"disamb fp",0,617,-0.5,-0.5
"34","Native 1",30,"disamb","fp",2,456,-0.5,"disamb fp",0,456,-0.5,-0.5
"36","Native 1",32,"disamb","fp",4,515,-0.5,"disamb fp",0,515,-0.5,0.5
"40","Native 1",44,"disamb","fp",4,180,-0.5,"disamb fp",0,180,-0.5,0.5
"41","Native 1",37,"disamb","fp",1,361,-0.5,"disamb fp",0,361,0.5,-0.5
"42","Native 1",28,"disamb","fp",4,299,-0.5,"disamb fp",0,299,-0.5,0.5
"45","Native 1",26,"disamb","fp",2,614,-0.5,"disamb fp",0,614,-0.5,-0.5
"46","Native 1",33,"disamb","fp",1,480,-0.5,"disamb fp",0,480,0.5,-0.5
"48","Native 1",43,"disamb","fp",3,160,-0.5,"disamb fp",0,160,0.5,0.5
"49","Native 2",45,"disamb","fp",2,775,-0.5,"disamb fp",0,775,-0.5,-0.5
"50","Native 2",39,"disamb","fp",4,158,-0.5,"disamb fp",0,158,-0.5,0.5
"51","Native 2",48,"disamb","fp",1,483,-0.5,"disamb fp",0,483,0.5,-0.5
"57","Native 2",32,"disamb","fp",1,231,-0.5,"disamb fp",0,231,0.5,-0.5
"58","Native 2",26,"disamb","fp",3,324,-0.5,"disamb fp",0,324,0.5,0.5
"59","Native 2",42,"disamb","fp",3,1233,-0.5,"disamb fp",0,1233,0.5,0.5
"62","Native 2",37,"disamb","fp",2,142,-0.5,"disamb fp",0,142,-0.5,-0.5
"63","Native 2",31,"disamb","fp",4,522,-0.5,"disamb fp",0,522,-0.5,0.5
"66","Native 2",25,"disamb","fp",2,207,-0.5,"disamb fp",0,207,-0.5,-0.5
"67","Native 2",38,"disamb","fp",3,924,-0.5,"disamb fp",0,924,0.5,0.5
"68","Native 2",35,"disamb","fp",4,193,-0.5,"disamb fp",0,193,-0.5,0.5
"69","Native 2",41,"disamb","fp",2,296,-0.5,"disamb fp",0,296,-0.5,-0.5
"71","Native 2",34,"disamb","fp",3,240,-0.5,"disamb fp",0,240,0.5,0.5
"72","Native 2",43,"disamb","fp",4,561,-0.5,"disamb fp",0,561,-0.5,0.5
"74","Native 2",33,"disamb","fp",2,334,-0.5,"disamb fp",0,334,-0.5,-0.5
"75","Native 2",40,"disamb","fp",1,250,-0.5,"disamb fp",0,250,0.5,-0.5
"78","Native 2",30,"disamb","fp",3,198,-0.5,"disamb fp",0,198,0.5,0.5
"79","Native 2",27,"disamb","fp",4,221,-0.5,"disamb fp",0,221,-0.5,0.5
"82","Native 2",36,"disamb","fp",1,163,-0.5,"disamb fp",0,163,0.5,-0.5
"83","Native 2",28,"disamb","fp",1,254,-0.5,"disamb fp",0,254,0.5,-0.5
"87","Native 2",44,"disamb","fp",1,259,-0.5,"disamb fp",0,259,0.5,-0.5
"88","Native 2",29,"disamb","fp",2,524,-0.5,"disamb fp",0,524,-0.5,-0.5
"92","Native 2",47,"disamb","fp",4,258,-0.5,"disamb fp",0,258,-0.5,0.5
"94","Native 2",46,"disamb","fp",3,329,-0.5,"disamb fp",0,329,0.5,0.5
"97","Native 3",46,"disamb","fp",4,335,-0.5,"disamb fp",0,335,-0.5,0.5
"98","Native 3",43,"disamb","fp",1,197,-0.5,"disamb fp",0,197,0.5,-0.5
"100","Native 3",39,"disamb","fp",1,321,-0.5,"disamb fp",0,321,0.5,-0.5
"101","Native 3",33,"disamb","fp",3,1003,-0.5,"disamb fp",0,1003,0.5,0.5
"103","Native 3",31,"disamb","fp",1,547,-0.5,"disamb fp",0,547,0.5,-0.5
"104","Native 3",29,"disamb","fp",3,453,-0.5,"disamb fp",0,453,0.5,0.5
"105","Native 3",44,"disamb","fp",2,246,-0.5,"disamb fp",0,246,-0.5,-0.5
"110","Native 3",27,"disamb","fp",1,315,-0.5,"disamb fp",0,315,0.5,-0.5
"113","Native 3",45,"disamb","fp",3,304,-0.5,"disamb fp",0,304,0.5,0.5
"114","Native 3",37,"disamb","fp",3,182,-0.5,"disamb fp",0,182,0.5,0.5
"115","Native 3",36,"disamb","fp",2,396,-0.5,"disamb fp",0,396,-0.5,-0.5
"116","Native 3",32,"disamb","fp",2,244,-0.5,"disamb fp",0,244,-0.5,-0.5
"117","Native 3",25,"disamb","fp",3,258,-0.5,"disamb fp",0,258,0.5,0.5
"118","Native 3",26,"disamb","fp",4,189,-0.5,"disamb fp",0,189,-0.5,0.5
"119","Native 3",30,"disamb","fp",4,427,-0.5,"disamb fp",0,427,-0.5,0.5
"120","Native 3",28,"disamb","fp",2,707,-0.5,"disamb fp",0,707,-0.5,-0.5
"124","Native 3",47,"disamb","fp",1,347,-0.5,"disamb fp",0,347,0.5,-0.5
"130","Native 3",48,"disamb","fp",2,256,-0.5,"disamb fp",0,256,-0.5,-0.5
"132","Native 3",34,"disamb","fp",4,247,-0.5,"disamb fp",0,247,-0.5,0.5
"133","Native 3",38,"disamb","fp",4,325,-0.5,"disamb fp",0,325,-0.5,0.5
"134","Native 3",42,"disamb","fp",4,250,-0.5,"disamb fp",0,250,-0.5,0.5
"135","Native 3",35,"disamb","fp",1,430,-0.5,"disamb fp",0,430,0.5,-0.5
"139","Native 3",40,"disamb","fp",2,260,-0.5,"disamb fp",0,260,-0.5,-0.5
"142","Native 3",41,"disamb","fp",3,0,-0.5,"disamb fp",1,NA,0.5,0.5
"147","Native 4",39,"disamb","fp",2,472,-0.5,"disamb fp",0,472,-0.5,-0.5
